Council,DEA,Elected,Name,Party,FirstPrefs,PartyGrouped,Category,DataCategory
"Newry, Mourne and Down",Newry,Y,Davy Hyland*,Independent,1045,Independent,Other,2014 Votes
"Newry, Mourne and Down",Newry,Y,Gary Stokes,SDLP,938,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Newry,Y,Kevin McAteer ‡†,SDLP,629,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Newry,,Peter McEvoy,SDLP,664,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Newry,,Jacinta Duffy,SDLP,555,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Newry,,Joshua Lowry,UUP,384,UUP,Unionist,2014 Votes
"Newry, Mourne and Down",Newry,,James Malone,Independent,41,Independent,Other,2014 Votes
"Newry, Mourne and Down",Rowallane,Y,Terry Andrews*,SDLP,1321,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Rowallane,Y,Robert Burgess*,UUP,1145,UUP,Unionist,2014 Votes
"Newry, Mourne and Down",Rowallane,Y,Harry Harvey,DUP,952,DUP,Unionist,2014 Votes
"Newry, Mourne and Down",Rowallane,Y,Billy Walker*,DUP,943,DUP,Unionist,2014 Votes
"Newry, Mourne and Down",Rowallane,Y,Patrick Brown,Alliance,510,AP,Other,2014 Votes
"Newry, Mourne and Down",Rowallane,,Walter Lyons*,UUP,672,UUP,Unionist,2014 Votes
"Newry, Mourne and Down",Rowallane,,Eddie Hughes,Sinn Féin,552,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Rowallane,,Philip Hamilton,TUV,433,TUV,Unionist,2014 Votes
"Newry, Mourne and Down",Rowallane,,Alistair Straney,NI21,267,NI21,Unionist,2014 Votes
"Newry, Mourne and Down",Rowallane,,Mickey Coogan*,Independent,149,Independent,Other,2014 Votes
"Newry, Mourne and Down",Slieve Croob,Y,Stephen Burns*,Sinn Féin,1303,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Croob,Y,Garth Craig*,DUP,1021,DUP,Unionist,2014 Votes
"Newry, Mourne and Down",Slieve Croob,Y,Mark Murnin,SDLP,784,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Croob,Y,Pól Ó Gribín †,Sinn Féin,940,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Croob,Y,Patrick Clarke †,Alliance,690,AP,Other,2014 Votes
"Newry, Mourne and Down",Slieve Croob,,Desmond Patterson*,UUP,718,UUP,Unionist,2014 Votes
"Newry, Mourne and Down",Slieve Croob,,Audrey Byrne,SDLP,514,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Croob,,Shane King,SDLP,418,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Croob,,Alan Lewis,UKIP,407,UKIP,Unionist,2014 Votes
"Newry, Mourne and Down",Slieve Croob,,Matthew Morrison,NI21,111,NI21,Unionist,2014 Votes
"Newry, Mourne and Down",Slieve Gullion,Y,Terry Hearty*,Sinn Féin,2135,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Gullion,Y,Geraldine Donnelly* †,SDLP,1516,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Gullion,Y,Mickey Larkin*,Sinn Féin,1411,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Gullion,Y,Barra Ó Muirí*,Sinn Féin,1218,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Gullion,Y,David Taylor*,UUP,1243,UUP,Unionist,2014 Votes
"Newry, Mourne and Down",Slieve Gullion,Y,Róisín Mulgrew*,Sinn Féin,1278,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Gullion,Y,Kate Loughran,SDLP,1078,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Gullion,,Daire Hughes,Sinn Féin,899,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",Slieve Gullion,,Lavelle McIlwrath,DUP,376,DUP,Unionist,2014 Votes
"Newry, Mourne and Down",The Mournes,Y,Henry Reilly* ‡,UKIP,1964,UKIP,Unionist,2014 Votes
"Newry, Mourne and Down",The Mournes,Y,Laura Devlin*,SDLP,1789,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",The Mournes,Y,Willie Clarke*,Sinn Féin,1581,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",The Mournes,Y,Seán Doran*,Sinn Féin,1513,SF,Nationalist,2014 Votes
"Newry, Mourne and Down",The Mournes,Y,Harold McKee*†,UUP,1352,UUP,Unionist,2014 Votes
"Newry, Mourne and Down",The Mournes,Y,Brian Quinn*,SDLP,796,SDLP,Nationalist,2014 Votes
"Newry, Mourne and Down",The Mournes,Y,Glyn Hanna,DUP,973,DUP,Unionist,2014 Votes
"Newry, Mourne and Down",The Mournes,,Jill Macaulay*,UUP,494,UUP,Unionist,2014 Votes
"Newry, Mourne and Down",The Mournes,,Ciaran McAvoy,Alliance,260,AP,Other,2014 Votes
"Newry, Mourne and Down",The Mournes,,Annette Holden,NI21,148,NI21,Unionist,2014 Votes
North Down and Ards,Ards Peninsula,Y,Robert Adair*,DUP,1773,DUP,Unionist,2014 Votes
North Down and Ards,Ards Peninsula,Y,Joe Boyle*,SDLP,1387,SDLP,Nationalist,2014 Votes
North Down and Ards,Ards Peninsula,Y,Angus Carson*,UUP,1199,UUP,Unionist,2014 Votes
North Down and Ards,Ards Peninsula,Y,Nigel Edmund,DUP,621,DUP,Unionist,2014 Votes
North Down and Ards,Ards Peninsula,Y,Kellie Armstrong* †,Alliance,439,AP,Other,2014 Votes
North Down and Ards,Ards Peninsula,Y,Edward Thompson*,DUP,456,DUP,Unionist,2014 Votes
North Down and Ards,Ards Peninsula,,Louise Wallace,DUP,559,DUP,Unionist,2014 Votes
North Down and Ards,Ards Peninsula,,Sheila Bailie,Sinn Féin,388,SF,Nationalist,2014 Votes
North Down and Ards,Ards Peninsula,,Paul Leeman,Conservatives,161,Conservatives,Unionist,2014 Votes
North Down and Ards,Ards Peninsula,,Colin McCormick,Alliance,146,AP,Other,2014 Votes
North Down and Ards,Ards Peninsula,,John Bustard,NI21,114,NI21,Unionist,2014 Votes
North Down and Ards,Bangor Central,Y,Wesley Graham Irvine*,DUP,643,DUP,Unionist,2014 Votes
North Down and Ards,Bangor Central,Y,Stuart Anderson †,Alliance,443,AP,Other,2014 Votes
North Down and Ards,Bangor Central,Y,Noelle Robinson ‡,Green,496,GP,Other,2014 Votes
North Down and Ards,Bangor Central,Y,Ian Henry*,UUP,589,UUP,Unionist,2014 Votes
North Down and Ards,Bangor Central,Y,Carl McClean,UUP,442,UUP,Unionist,2014 Votes
North Down and Ards,Bangor Central,Y,Alistair Cathcart*,DUP,554,DUP,Unionist,2014 Votes
North Down and Ards,Bangor Central,,Roberta Dunlop*,DUP,434,DUP,Unionist,2014 Votes
North Down and Ards,Bangor Central,,Mary Macartney,Independent,445,Independent,Other,2014 Votes
North Down and Ards,Bangor Central,,William Montgomery*,UKIP,385,UKIP,Unionist,2014 Votes
North Down and Ards,Bangor Central,,David Chambers,Independent,387,Independent,Other,2014 Votes
North Down and Ards,Bangor Central,,Nicholas Fell,Alliance,395,AP,Other,2014 Votes
North Down and Ards,Bangor Central,,William Cudworth,TUV,300,TUV,Unionist,2014 Votes
North Down and Ards,Bangor Central,,Colin Breen,Independent,274,Independent,Other,2014 Votes
North Down and Ards,Bangor Central,,Mark Gordon,Communist Party,222,Other Socialist,Socialist,2014 Votes
North Down and Ards,Bangor Central,,Adam Harbinson*,DUP,203,DUP,Unionist,2014 Votes
North Down and Ards,Bangor Central,,Peter Floyd,NI21,174,NI21,Unionist,2014 Votes
North Down and Ards,Bangor Central,,David Symington,Conservatives,170,Conservatives,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,Y,Alan Chambers* ‡†,Independent Unionist,1311,Independent Unionist,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,Y,Mark Brooks,UUP,1071,UUP,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,Y,Gavin Walker,Alliance,672,AP,Other,2014 Votes
North Down and Ards,Bangor East and Donaghadee,Y,Peter Martin*,DUP,625,DUP,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,Y,William Keery*,DUP,558,DUP,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,Y,Thomas Smith*,DUP,541,DUP,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,,Patrick Toms,UKIP,368,UKIP,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,,Terence Malcolm*,DUP,492,DUP,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,,Christopher Eisenstadt,UUP,224,UUP,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,,Joseph Strutt,TUV,362,TUV,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,,Trana Gray,Green,265,GP,Other,2014 Votes
North Down and Ards,Bangor East and Donaghadee,,Brian McBride,Conservatives,175,Conservatives,Unionist,2014 Votes
North Down and Ards,Bangor East and Donaghadee,,William McKee,NI21,181,NI21,Unionist,2014 Votes
North Down and Ards,Bangor West,Y,Marion Smith*,UUP,870,UUP,Unionist,2014 Votes
North Down and Ards,Bangor West,Y,Alan Graham*,DUP,866,DUP,Unionist,2014 Votes
North Down and Ards,Bangor West,Y,Alan Leslie*,DUP,851,DUP,Unionist,2014 Votes
North Down and Ards,Bangor West,Y,Scott Wilson,Alliance,619,AP,Other,2014 Votes
North Down and Ards,Bangor West,Y,Paul Roberts †,Green,346,GP,Other,2014 Votes
North Down and Ards,Bangor West,,Robert Gordon,TUV,491,TUV,Unionist,2014 Votes
North Down and Ards,Bangor West,,Laurence Thompson*,Alliance,315,AP,Other,2014 Votes
North Down and Ards,Bangor West,,Steven Denny,NI21,344,NI21,Unionist,2014 Votes
North Down and Ards,Bangor West,,Mark Brotherston,Conservatives,254,Conservatives,Unionist,2014 Votes
North Down and Ards,Bangor West,,Ingrid Logan,SDLP,264,SDLP,Nationalist,2014 Votes
North Down and Ards,Bangor West,,Alison Blayney,Communist Party,166,Other Socialist,Socialist,2014 Votes
North Down and Ards,Comber,Y,Robert Gibson*,DUP,1071,DUP,Unionist,2014 Votes
North Down and Ards,Comber,Y,James Fletcher*,UUP,863,UUP,Unionist,2014 Votes
North Down and Ards,Comber,Y,Deborah Girvan*,Alliance,815,AP,Other,2014 Votes
North Down and Ards,Comber,Y,Trevor Cummings*,DUP,715,DUP,Unionist,2014 Votes
North Down and Ards,Comber,Y,Stephen Cooper,TUV,577,TUV,Unionist,2014 Votes
North Down and Ards,Comber,,John Oswald*,DUP,640,DUP,Unionist,2014 Votes
North Down and Ards,Comber,,Philip Smith*,UUP,506,UUP,Unionist,2014 Votes
North Down and Ards,Comber,,Isabella Hanna,UKIP,427,UKIP,Unionist,2014 Votes
North Down and Ards,Comber,,John Andrews,Conservatives,411,Conservatives,Unionist,2014 Votes
North Down and Ards,Comber,,Margaret Howson,NI21,169,NI21,Unionist,2014 Votes
North Down and Ards,Holywood and Clandeboye,Y,Stephen Dunne*,DUP,1423,DUP,Unionist,2014 Votes
North Down and Ards,Holywood and Clandeboye,Y,Andrew Muir*,Alliance,910,AP,Other,2014 Votes
North Down and Ards,Holywood and Clandeboye,Y,Prof. John Barry*,Green,916,GP,Other,2014 Votes
North Down and Ards,Holywood and Clandeboye,Y,Daniel Allen ‡,UUP,619,UUP,Unionist,2014 Votes
North Down and Ards,Holywood and Clandeboye,Y,Jennifer Gilmour*,DUP,540,DUP,Unionist,2014 Votes
North Down and Ards,Holywood and Clandeboye,,Kate Nicholl,Alliance,456,AP,Other,2014 Votes
North Down and Ards,Holywood and Clandeboye,,James McKerrow*,UUP,475,UUP,Unionist,2014 Votes
North Down and Ards,Holywood and Clandeboye,,Peter Lismore,SDLP,308,SDLP,Nationalist,2014 Votes
North Down and Ards,Holywood and Clandeboye,,William O'Callaghan,Conservatives,265,Conservatives,Unionist,2014 Votes
North Down and Ards,Holywood and Clandeboye,,Matthew Johnston,NI21,208,NI21,Unionist,2014 Votes
North Down and Ards,Holywood and Clandeboye,,Gerard Leddy,Independent,34,Independent,Other,2014 Votes
North Down and Ards,Newtownards,Y,James Menagh*,Independent Unionist,1464,Independent Unionist,Unionist,2014 Votes
North Down and Ards,Newtownards,Y,Naomi Armstrong*,DUP,1049,DUP,Unionist,2014 Votes
North Down and Ards,Newtownards,Y,Stephen McIlveen*,DUP,829,DUP,Unionist,2014 Votes
North Down and Ards,Newtownards,Y,Colin Kennedy*,DUP,553,DUP,Unionist,2014 Votes
North Down and Ards,Newtownards,Y,Alan McDowell*,Alliance,538,AP,Other,2014 Votes
North Down and Ards,Newtownards,Y,Richard Smart,UUP,639,UUP,Unionist,2014 Votes
North Down and Ards,Newtownards,Y,Katherine Ferguson,UUP,595,UUP,Unionist,2014 Votes
North Down and Ards,Newtownards,,David McMullen,TUV,522,TUV,Unionist,2014 Votes
North Down and Ards,Newtownards,,Linda Cleland*,Alliance,495,AP,Other,2014 Votes
North Down and Ards,Newtownards,,John Elliott*,DUP,464,DUP,Unionist,2014 Votes
North Down and Ards,Newtownards,,Ian Cox,Independent,384,Independent,Other,2014 Votes
North Down and Ards,Newtownards,,Nichola Keenan,NI21,251,NI21,Unionist,2014 Votes
North Down and Ards,Newtownards,,Sharon Hunt,Independent,206,Independent,Other,2014 Votes
North Down and Ards,Newtownards,,William McKendry,Conservatives,118,Conservatives,Unionist,2014 Votes
